,Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Attrition,Gender,OverTime,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
2168,35,1219,18,3,2169,3,86,3,2,3,6179,1,16,2,0,3,3,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2169,52,1053,1,2,2170,4,70,3,4,4,13829,2,15,2,1,2,2,9,7,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2170,58,289,2,3,2171,4,51,3,1,3,26227,4,24,1,0,4,3,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2171,53,1376,2,2,2172,3,45,3,4,3,13938,6,13,3,1,3,4,17,15,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2172,30,231,8,2,2173,3,62,3,3,3,9977,5,11,1,1,2,4,8,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2173,38,152,10,3,2174,3,85,3,2,4,19899,1,13,2,0,1,3,5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2174,35,882,3,4,2175,4,92,3,3,4,6812,6,13,2,1,2,3,10,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2175,39,903,2,5,2176,1,41,4,3,3,2560,0,18,4,0,3,3,8,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2176,40,1479,24,3,2177,2,100,4,4,2,17071,4,16,4,0,2,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2177,47,1379,16,4,2178,3,64,4,2,3,6759,1,19,3,0,3,4,19,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2178,36,1229,8,4,2179,1,84,3,2,4,25952,4,13,4,2,3,3,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2179,31,335,9,2,2180,3,46,2,1,1,10322,0,22,1,0,0,3,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2180,33,722,17,3,2181,4,38,3,4,3,20489,1,11,4,0,2,3,10,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2181,29,906,10,3,2182,4,92,2,1,1,11479,6,20,3,0,5,3,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2182,33,461,13,1,2183,2,53,3,1,4,17241,3,18,1,0,4,3,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2183,45,974,1,4,2184,4,91,3,1,4,11005,3,14,4,2,2,3,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2184,50,1126,1,2,2185,4,66,3,4,4,6615,9,22,3,1,1,2,5,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2185,33,827,1,4,2186,3,84,4,2,2,20161,1,13,1,1,2,3,6,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2186,41,840,9,3,2187,1,64,3,5,3,3735,2,17,2,1,2,4,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2187,27,1134,16,4,2188,3,37,3,1,2,12086,9,14,2,1,2,3,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2188,45,248,23,2,2189,4,42,3,2,1,14039,1,15,3,1,2,3,9,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2189,47,955,4,2,2190,4,83,3,2,4,8571,1,17,3,0,0,3,9,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2190,30,138,22,3,2191,1,48,3,1,3,11539,4,11,2,0,2,3,5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2191,50,939,24,3,2192,4,95,3,4,3,4161,3,18,4,1,2,3,12,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2192,38,1391,10,1,2193,3,66,3,1,3,12127,0,17,2,1,0,2,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2193,46,566,7,2,2194,4,75,3,3,3,24208,6,13,2,1,3,3,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2194,24,1206,17,1,2195,4,41,2,2,3,24117,1,15,2,2,6,3,4,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2195,35,622,14,4,2196,3,39,2,1,2,10074,1,24,4,1,2,1,4,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2196,31,853,1,1,2197,3,96,3,2,1,11275,1,12,3,1,1,3,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2197,18,287,5,2,2198,2,73,3,1,4,13493,1,15,4,0,2,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2198,54,1441,17,3,2199,3,56,3,3,3,13943,8,11,3,1,2,3,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2199,35,583,25,4,2200,3,57,3,3,3,6975,1,11,3,1,3,2,16,10,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2200,30,153,8,2,2201,2,73,4,3,1,17802,0,12,3,3,4,2,8,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2201,20,1097,11,3,2202,4,98,2,1,1,18275,1,15,1,0,2,3,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2202,30,109,5,3,2203,2,60,3,1,2,25725,0,17,1,0,3,3,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2203,26,1066,2,2,2204,4,32,4,2,4,3334,1,12,2,0,2,3,8,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2204,22,217,8,1,2205,2,94,1,1,1,6881,1,15,1,1,3,2,4,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2205,48,277,6,3,2206,1,97,2,2,3,13119,2,13,4,0,0,3,2,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2206,48,1355,4,4,2207,3,78,2,3,3,22245,7,14,2,0,3,3,15,4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2207,41,549,7,2,2208,4,42,3,2,3,23371,6,14,2,0,6,3,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2208,39,466,1,1,2209,4,65,2,4,4,7060,1,16,3,1,3,3,21,11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2209,27,1055,2,4,2210,1,47,3,2,4,4658,0,18,2,1,2,3,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2210,35,802,10,3,2211,2,45,3,1,4,9541,1,20,1,1,4,2,3,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2211,42,265,5,2,2212,4,90,3,5,3,7770,6,13,2,0,3,4,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2212,50,804,9,3,2213,1,64,3,1,4,20165,4,18,2,0,5,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2213,59,715,2,3,2214,3,69,2,4,4,21829,3,13,1,0,4,3,5,4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2214,37,1141,11,2,2215,1,61,1,2,2,14382,5,15,1,0,2,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2215,55,135,18,4,2216,3,62,3,2,2,12992,3,14,4,2,3,3,8,6,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2216,41,247,7,1,2217,2,55,1,5,3,20284,1,22,2,2,3,3,21,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2217,38,1035,3,4,2218,2,42,3,2,4,4981,8,12,3,0,1,3,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2218,26,265,29,2,2219,2,79,1,2,1,21813,8,18,4,0,6,3,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2219,52,266,2,1,2220,1,57,1,5,4,25846,1,15,4,1,3,3,32,6,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2220,44,1448,28,3,2221,4,53,4,4,4,11737,3,18,3,1,2,3,12,11,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2221,50,145,1,3,2222,4,95,3,2,3,24920,0,12,1,1,3,3,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2222,36,885,16,4,2223,3,43,4,1,1,8269,1,16,3,0,1,3,17,15,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2223,39,945,22,3,2224,4,82,3,3,1,5083,1,13,3,0,2,3,21,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2224,33,1038,8,1,2225,2,88,2,1,4,21437,0,19,4,0,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2225,45,1234,11,2,2226,4,90,3,4,4,5404,3,13,2,1,4,4,9,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2226,32,1109,29,4,2227,4,69,3,1,3,11135,9,12,2,0,2,3,8,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2227,34,216,1,4,2228,2,75,4,2,4,12278,0,11,4,1,2,2,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2228,59,1089,1,2,2229,2,66,3,3,4,11038,3,14,3,1,1,1,6,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2229,45,788,24,4,2230,2,36,3,1,2,8318,1,16,1,0,3,3,6,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2230,53,124,2,3,2231,3,38,2,3,2,23537,2,12,1,1,2,3,15,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2231,36,660,15,3,2232,1,81,3,2,3,7858,7,14,2,1,3,2,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2232,26,342,2,3,2233,1,57,3,1,1,15346,6,14,2,1,2,3,3,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2233,34,1333,10,4,2234,3,87,3,1,3,18410,1,19,4,1,2,3,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2234,28,1144,10,1,2235,4,74,3,1,2,23384,1,22,2,0,5,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2235,38,1186,3,4,2236,3,44,3,1,3,2997,3,16,1,1,2,3,2,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2236,50,1464,2,4,2237,2,62,3,5,3,12853,2,11,4,1,2,2,8,7,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2237,37,124,3,3,2238,4,35,3,2,2,13848,3,15,1,0,3,2,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2238,40,300,26,3,2239,3,74,3,2,1,22217,1,14,2,1,3,2,7,7,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2239,26,921,1,1,2240,1,66,2,1,3,25265,1,13,3,2,5,3,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2240,46,430,1,4,2241,4,40,3,5,4,21445,9,17,4,2,0,3,2,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2241,54,1082,2,4,2242,3,41,2,3,3,8392,6,11,2,1,4,3,9,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2242,56,1240,9,3,2243,1,63,3,1,3,12154,2,19,2,1,4,3,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2243,36,796,12,5,2244,4,51,2,3,4,15669,0,11,2,0,2,2,14,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2244,55,444,2,1,2245,3,40,2,4,1,17323,7,15,2,0,3,4,9,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2245,43,415,25,3,2246,3,79,2,3,4,5268,5,13,3,1,5,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2246,20,769,9,3,2247,4,54,3,1,4,17205,1,14,2,0,3,3,2,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2247,21,1334,10,3,2248,3,36,2,1,1,17258,1,13,1,0,6,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2248,46,1003,8,4,2249,4,74,2,2,1,21029,8,23,1,3,2,3,16,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2249,51,1323,4,4,2250,1,34,3,1,3,10332,9,12,3,3,2,4,10,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2250,28,1366,24,2,2251,2,72,2,3,1,12355,1,12,1,0,2,2,10,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2251,26,192,1,2,2252,1,59,2,1,1,11141,1,16,1,2,2,3,5,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2252,30,1176,20,3,2253,3,85,3,2,1,9096,0,15,3,1,1,2,6,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2253,41,509,7,2,2254,2,43,4,1,3,18863,1,13,3,0,3,3,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2254,38,330,17,1,2255,3,65,2,3,3,24608,0,18,1,1,4,2,19,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,40,1492,20,4,2256,1,61,3,3,4,26542,4,20,4,1,6,3,11,11,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2256,27,1277,8,5,2257,1,87,1,1,3,5869,1,19,4,3,4,3,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2257,55,1091,2,1,2258,4,65,3,3,2,15813,3,18,2,1,4,3,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2258,28,857,10,3,2259,3,59,3,2,3,7909,3,13,4,0,4,4,8,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2259,44,1376,1,2,2260,2,91,2,3,1,2326,9,14,4,1,1,3,20,3,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2260,33,654,5,3,2261,4,34,2,3,4,21214,4,15,3,1,2,3,3,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,35,1204,4,3,2262,4,86,3,3,1,10333,0,22,1,0,2,3,8,4,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2262,33,827,29,4,2263,1,54,2,2,3,3129,1,22,2,0,4,3,13,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2263,28,895,15,2,2264,1,50,3,1,3,22482,1,16,4,1,5,2,4,2,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2264,34,618,3,1,2265,1,45,3,2,4,22266,0,17,3,0,1,2,6,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2265,37,309,10,4,2266,4,88,2,2,4,24223,2,14,3,3,5,3,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2266,25,1219,4,1,2267,4,32,3,1,4,4605,1,15,2,1,3,4,7,5,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2267,26,1330,21,3,2268,1,37,3,1,3,19373,1,20,3,1,0,2,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2268,33,1017,25,3,2269,1,55,2,1,2,2993,4,20,2,0,0,3,2,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2269,42,469,2,2,2270,4,35,3,4,1,14399,0,17,4,1,3,3,22,13,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2270,28,1009,1,3,2271,1,45,2,1,2,7160,1,15,1,2,2,3,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2271,50,959,1,4,2272,4,81,3,2,3,17251,3,14,4,0,4,3,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2272,33,970,7,3,2273,4,30,3,2,2,13401,0,17,3,1,3,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2273,34,697,3,4,2274,3,40,2,1,4,22478,3,17,4,3,2,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2274,48,1262,1,4,2275,1,35,4,4,4,16154,2,22,3,0,3,2,5,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2275,45,1050,9,4,2276,2,65,2,2,3,17970,1,13,4,1,2,3,15,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2276,52,994,7,4,2277,2,87,3,3,2,15322,7,19,4,0,4,3,8,4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2277,38,770,10,4,2278,3,73,2,3,3,5569,0,14,2,2,2,3,8,2,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2278,29,1107,28,4,2279,3,93,3,1,4,26968,4,22,1,1,1,3,7,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2279,28,950,3,3,2280,4,93,3,3,2,8039,0,17,2,3,3,2,9,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2280,46,406,3,1,2281,1,52,3,4,3,15596,3,12,4,1,3,3,12,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2281,38,130,2,2,2282,4,32,3,3,2,20619,7,16,3,0,2,3,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2282,43,1082,27,3,2283,3,83,3,3,1,11535,8,11,3,1,1,3,8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2283,39,203,2,3,2284,1,84,3,4,4,13547,7,11,4,3,4,3,18,11,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,40,1308,14,3,2285,3,44,2,5,3,17544,1,14,1,0,2,4,20,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2285,21,984,1,1,2286,4,70,2,1,2,25326,1,11,3,0,6,4,2,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2286,39,439,9,3,2287,3,70,3,2,2,8770,9,15,3,0,2,2,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2287,36,217,18,4,2288,1,78,3,2,4,23238,2,20,1,0,0,3,11,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2288,31,793,20,3,2289,3,67,4,1,4,21981,0,12,1,1,4,3,2,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2289,28,1451,2,1,2290,1,67,2,1,2,19911,0,17,1,0,2,1,5,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2290,35,1182,11,2,2291,4,54,3,2,4,18500,1,11,4,1,3,3,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2291,49,174,8,4,2292,4,56,2,4,2,11879,6,17,2,1,3,3,9,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2292,34,1003,2,2,2293,4,95,3,2,3,15834,2,11,4,0,3,2,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2293,29,490,10,3,2294,4,61,3,1,2,17940,0,14,4,2,2,2,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2294,42,188,29,3,2295,2,56,1,2,4,9558,4,19,1,0,3,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2295,29,718,8,1,2296,2,79,2,2,4,17689,1,15,3,1,2,2,10,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2296,38,433,1,3,2297,3,37,4,1,3,6004,1,13,4,1,2,4,7,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2297,28,773,6,3,2298,3,39,2,1,3,22088,1,14,4,1,2,3,3,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2298,18,247,8,1,2299,3,80,3,1,3,13556,1,12,4,0,0,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2299,33,603,9,4,2300,1,77,3,2,1,18385,0,17,1,0,3,3,5,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2300,41,167,12,4,2301,2,46,3,1,4,9051,3,11,1,1,4,3,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2301,31,874,15,3,2302,3,72,3,1,3,6233,1,12,3,1,5,2,2,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2302,37,367,25,2,2303,3,52,2,2,4,17171,7,13,3,2,2,3,6,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2303,27,199,6,3,2304,4,55,2,1,3,7950,1,13,3,1,0,3,4,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2304,34,1400,9,1,2305,2,70,3,2,3,5829,1,20,1,0,3,2,6,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2305,35,528,8,4,2306,3,100,3,1,3,7108,1,17,2,0,2,1,5,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2306,29,408,23,1,2307,4,45,2,3,1,11162,1,13,1,1,3,1,11,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2307,40,593,9,4,2308,2,88,3,3,3,13782,9,17,3,0,3,2,18,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2308,42,481,12,3,2309,3,44,3,4,1,2447,0,12,2,0,2,2,21,13,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2309,42,647,4,4,2310,2,45,3,2,1,2253,7,13,4,0,3,4,6,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2310,35,982,1,4,2311,4,58,2,1,3,16340,6,12,2,1,2,3,8,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2311,24,477,24,3,2312,4,49,3,1,2,6409,8,22,4,0,2,3,4,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2312,28,1485,12,1,2313,3,79,3,1,4,22955,1,11,4,0,4,2,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2313,26,1384,3,4,2314,1,82,4,1,4,13421,1,22,2,1,2,3,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2314,30,852,10,3,2315,3,72,2,2,3,2706,1,18,1,1,3,3,10,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2315,40,902,26,2,2316,3,92,2,2,4,21203,3,13,4,1,3,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2316,35,819,2,3,2317,3,44,2,3,2,19588,2,18,2,1,2,4,7,6,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2317,34,669,1,3,2318,4,97,2,2,1,25755,0,20,3,0,3,3,13,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2318,35,636,4,4,2319,4,47,2,1,4,26537,1,13,2,1,2,4,2,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2319,43,1372,9,3,2320,1,85,1,2,3,9489,8,13,2,0,2,2,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2320,32,862,2,1,2321,3,76,3,1,1,14947,1,12,3,3,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2321,56,718,4,4,2322,4,92,3,5,1,18575,4,13,4,1,2,3,5,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2322,29,1401,6,1,2323,2,54,3,1,4,26342,1,13,1,1,5,3,10,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
